ffffff	01
f0f150	04
fcd31d	07
f89c20	09
f36627	15
e8373f	18
ef2e49	21
da1e45	26
8f3b60	33
c4248b	25
da6dbd	19
9f36a0	34
5447a0	37
4546a2	41
b3a6da	39
386cbd	51
2865b9	43
80d6f7	47
519cdb	52
3467ba	44
75d1da	54
4dc085	62
29b46f	63
6ec84e	66
25685f	58
467745	67
6c8b65	72
654f4c	76
8e3742	92
d58c51	87
fab792	32
cbd2d9	30
757779	73
13100f	99
a5b1bc	LI
cabf7b	50
